id,name,zip,sate
0000652,Puesto Nuevo,T4163XAD,Tucumán
0000653,Alto la Totora,Buscar CPA,tucuman
0000654,El Interes,T4119XCS,Tucumán
0000655,Escuela 65,T4146XBF,Tucumán
0000656,Agua Salada,T4124XCI,Tucumán
0000657,Tucumán,T4176XAB,Los Sauces
0000658,Candelillal,T4111XCB,Tucumán
0000659,Escuela 200,T4132XBT,Tucumán
0000660,Escuela Guillermina Moreira,T4132XCE,Tucumán
0000661,Isca Yacu Semaul,G4184XBO,Santiago del Estero
0000662,Superintendente Ledesma,G4184XBE,Santiago del Estero
0000663,Rio Vipos,T4122XAS,Tucumán
0000664,Escuela 255,T4101XBD,Tucumán
0000665,Chabela,T4117XAC,Tucumán
0000666,Escuela 59,T4101XAV,Tucumán
0000667,Escuela 133,T4172XAX,Tucumán
0000668,Benjamin Araoz,T4119XET,Tucumán
0000669,Tucumán,T4168XCH,Ruta Provincial 306
0000670,Escuela 23,T4137XDK,Tucumán
0000671,Puerta Grande,T4164XAG,Tucumán
0000672,Chilca,T4242XAP,Tucumán
0000673,Fagsa,T4105XCD,Tucumán
0000674,Atahona,T4172XAJ,Tucumán
0000675,Los Estanques,T4103XAH,Tucumán
0000676,Tucumán,T4103XAD,La Ramada
0000677,El Mollar,T4124XDS,Tucumán
0000678,Escuela Miguel Azcuenaga,T4101XBA,Tucumán
0000679,Arboles Verdes,T4176XBT,Tucumán
0000680,Desmonte,T4122XAN,Tucumán
0000681,La Higuera,T4122XAP,Tucumán
0000682,El Aguilar,T4168XDT,Tucumán
0000683,Animas,G4184XAU,Santiago del Estero
0000684,Abra de Yareta,T4137XBN,Tucumán
0000685,Kilometro 108,T4132XAE,Tucumán
0000686,Bobadal,G4187XAT,Santiago del Estero
0000687,Tucumán,T4141XAA,Quilmes
0000688,Escuela 215,T4101XAM,Tucumán
0000689,Tucumán,T4111XBT,La Fronterita
0000690,Humaita,G4184XAX,Santiago del Estero
0000691,El Catorce,T4105XCM,Tucumán
0000692,Finca Mayo,T4182XAA,Tucumán
0000693,Tucumán,T4124XAD,El Talar
